site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds,path_status,path_uptime_seconds,path_downtime_seconds,cellular_uptime_s_estimated,mdm_events,last_mdm_minutes_ago
MNWR,MNWR0xUSA,USA,NA,99.955,2662320,1200,16620,outage-no-cellular,2662320,1200,0,0,
MOCF,MOCF0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
MOJP,MOJP0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
MOMC,MOMC0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
MOWB,MOWB0xUSA,USA,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
MSLL,MSLL0xUSA,USA,NA,99.975,2662860,660,16620,outage-no-cellular,2662860,660,0,0,
MSPG,MSPG0xUSA,USA,NA,98.338,2619240,44280,16620,outage-no-cellular,2619240,44280,0,0,
MTCO,MTCO0xUSA,USA,NA,97.409,2594520,69000,16620,outage-no-cellular,2594520,69000,0,0,
MTDD,MTDD0xUSA,USA,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
MTFH,MTFH0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
MTGE,MTGE0xUSA,USA,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
MTGR,MTGR0xUSA,USA,NA,99.975,2662860,660,16620,outage-no-cellular,2662860,660,0,0,
MTHN,MTHN0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
MTHT,MTHT0xUSA,USA,NA,99.975,2662860,660,16620,outage-no-cellular,2662860,660,0,0,
MTPL,MTPL0xUSA,USA,NA,100.000,2663520,0,16620,brief-failover,2663520,0,43200,3,4112
MTTF,MTTF0xUSA,USA,NA,100.000,2663520,0,16620,stuck-degraded,2663520,0,115200,9,6032
NCMR,NCMR0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
NCMV,NCMV0xUSA,USA,NA,99.975,2662860,660,16620,outage-no-cellular,2662860,660,0,0,
NCNB,NCNB0xUSA,USA,NA,0.000,0,2663520,16620,offline-entire-window,0,2663520,0,0,
NCTC,NCTC0xUSA,USA,NA,99.813,2658540,4980,16620,outage-no-cellular,2658540,4980,0,0,
NDDL,NDDL0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
NDJT,NDJT0xUSA,USA,NA,100.000,2663520,0,16620,stuck-degraded,2663520,0,115200,8,25849
NDLB,NDLB0xUSA,USA,NA,98.351,2619600,43920,16620,outage-no-cellular,2619600,43920,0,0,
NDLS,NDLS0xUSA,USA,NA,100.000,2663520,0,16620,brief-failover,2663520,0,28800,2,39194
NDMN,NDMN0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
NDNN,NDNN0xUSA,USA,NA,99.394,2647380,16140,16620,outage-no-cellular,2647380,16140,0,0,
NEAL,NEAL0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
NEBT,NEBT0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
NEGI,NEGI0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
NENF,NENF0xUSA,USA,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
NENP,NENP0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
NESN,NESN0xUSA,USA,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
