site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds,path_status,path_uptime_seconds,path_downtime_seconds,cellular_uptime_s_estimated,mdm_events,last_mdm_minutes_ago
ITCA,ITCA0xITA,ITA,EU,100.000,86460,0,0,brief-failover,86460,0,28800,2,796
ITCI,ITCI0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ITDO,ITDO0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ITFO,ITFO0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ITLE,ITLE0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ITMA,ITMA0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ITMI,ITMI0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ITMS,ITMS0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ITPT,ITPT0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ITRA,ITRA0xITA,ITA,EU,100.000,86460,0,0,outage-no-cellular,86460,0,0,0,
ITRG,ITRG0xITA,ITA,EU,99.306,85860,600,0,outage-no-cellular,85860,600,0,0,
ITRS,ITRS0xITA,ITA,EU,100.000,86460,0,0,brief-failover,86460,0,29700,3,694
ITSA,ITSA0xITA,ITA,EU,100.000,86460,0,0,on-cellular-now,86460,0,7500,2,31
ITSC,ITSC0xITA,ITA,EU,92.991,80400,6060,0,outage-no-cellular,80400,6060,0,0,
ITSL,ITSL0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ITSP,ITSP0xITA,ITA,EU,100.000,86460,0,0,outage-no-cellular,86460,0,0,0,
ITTE,ITTE0xITA,ITA,EU,100.000,86460,0,0,brief-failover,86460,0,14400,1,327
ITTP,ITTP0xITA,ITA,EU,100.000,86460,0,0,on-cellular-now,86460,0,16920,2,42
ITTR,ITTR0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
ITVE,ITVE0xITA,ITA,EU,100.000,86460,0,0,stable,86460,0,0,0,
LVRI,LVRI0xLVA,LVA,EU,100.000,86460,0,0,,,,,,
NLBR,NLBR0xNLD,NLD,EU,100.000,86460,0,0,stable,86460,0,0,0,
NLMM,NLMM0xNLD,NLD,EU,100.000,86460,0,0,stable,86460,0,0,0,
NLUL,NLUL0xNLD,NLD,EU,100.000,86460,0,0,stable,86460,0,0,0,
NOAL,NOAL0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
NOBE,NOBE0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
NOBR,NOBR0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
NOGE,NOGE0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
NOHA,NOHA0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
NOKR,NOKR0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
NOKU,NOKU0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
NOLF,NOLF0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
NONO,NONO0xNOR,NOR,EU,100.000,86460,0,0,brief-failover,86460,0,660,1,10
NOPG,NOPG0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
NORO,NORO0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
NOSE,NOSE0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
NOSV,NOSV0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
NOTR,NOTR0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
NOVA,NOVA0xNOR,NOR,EU,100.000,86460,0,0,stable,86460,0,0,0,
