site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds
NOGE,NOGE0xNOR,NOR,EU,100.000,85080,0,1320
NOHA,NOHA0xNOR,NOR,EU,100.000,85080,0,1320
NOKR,NOKR0xNOR,NOR,EU,100.000,85080,0,1320
NOKU,NOKU0xNOR,NOR,EU,100.000,85080,0,1320
NOLF,NOLF0xNOR,NOR,EU,100.000,85080,0,1320
NONO,NONO0xNOR,NOR,EU,100.000,85080,0,1320
NOPG,NOPG0xNOR,NOR,EU,100.000,85080,0,1320
NORO,NORO0xNOR,NOR,EU,100.000,85080,0,1320
NOSE,NOSE0xNOR,NOR,EU,100.000,85080,0,1320
NOSV,NOSV0xNOR,NOR,EU,100.000,85080,0,1320
NOTR,NOTR0xNOR,NOR,EU,100.000,85080,0,1320
NOVA,NOVA0xNOR,NOR,EU,100.000,85080,0,1320
NOVI,NOVI0xNOR,NOR,EU,100.000,85080,0,1320
POBI,POBI0xPOL,POL,EU,100.000,85080,0,1320
POCH,POCH0xPOL,POL,EU,100.000,85080,0,1320
POCZ,POCZ0xPOL,POL,EU,100.000,85080,0,1320
PODA,PODA0xPOL,POL,EU,100.000,85080,0,1320
POGD,POGD0xPOL,POL,EU,100.000,85080,0,1320
POKL,POKL0xPOL,POL,EU,100.000,85080,0,1320
POOL,POOL0xPOL,POL,EU,100.000,85080,0,1320
POPO,POPO0xPOL,POL,EU,100.000,85080,0,1320
POPR,POPR0xPOL,POL,EU,100.000,85080,0,1320
POSU,POSU0xPOL,POL,EU,100.000,85080,0,1320
POTU,POTU0xPOL,POL,EU,100.000,85080,0,1320
POWA,POWA0xPOL,POL,EU,100.000,85080,0,1320
POWW,POWW0xPOL,POL,EU,100.000,85080,0,1320
PRAC,PRAC0xPRT,PRT,EU,100.000,85080,0,1320
PRBR,PRBR0xPRT,PRT,EU,100.000,85080,0,1320
PRGU,PRGU0xPRT,PRT,EU,100.000,85080,0,1320
PRLA,PRLA0xPRT,PRT,EU,100.000,85080,0,1320
PRLB,PRLB0xPRT,PRT,EU,100.000,85080,0,1320
PRLE,PRLE0xPRT,PRT,EU,100.000,85080,0,1320
PRMA,PRMA0xPRT,PRT,EU,100.000,85080,0,1320
PRMD,PRMD0xPRT,PRT,EU,100.000,85080,0,1320
ROBC,ROBC0xROU,ROU,EU,99.295,84480,600,1320
ROBO,ROBO0xROU,ROU,EU,100.000,85080,0,1320
ROBR,ROBR0xROU,ROU,EU,100.000,85080,0,1320
RODE,RODE0xROU,ROU,EU,100.000,85080,0,1320
ROMA,ROMA0xROU,ROU,EU,100.000,85080,0,1320
RONA,RONA0xROU,ROU,EU,0.000,0,85080,1320
ROSG,ROSG0xROU,ROU,EU,100.000,85080,0,1320
ROSI,ROSI0xROU,ROU,EU,100.000,85080,0,1320
ROTM,ROTM0xROU,ROU,EU,100.000,85080,0,1320
ROTU,ROTU0xROU,ROU,EU,100.000,85080,0,1320
SVBB,SVBB0xSVK,SVK,EU,100.000,85080,0,1320
SVKE,SVKE0xSVK,SVK,EU,100.000,85080,0,1320
SWGA,SWGA0xSWE,SWE,EU,100.000,85080,0,1320
SWGO,SWGO0xSWE,SWE,EU,100.000,85080,0,1320
SWGV,SWGV0xSWE,SWE,EU,100.000,85080,0,1320
SWHU,SWHU0xSWE,SWE,EU,100.000,85080,0,1320
SWJO,SWJO0xSWE,SWE,EU,100.000,85080,0,1320
SWKA,SWKA0xSWE,SWE,EU,100.000,85080,0,1320
SWKR,SWKR0xSWE,SWE,EU,100.000,85080,0,1320
SWLJ,SWLJ0xSWE,SWE,EU,100.000,85080,0,1320
SWLU,SWLU0xSWE,SWE,EU,100.000,85080,0,1320
SWMA,SWMA0xSWE,SWE,EU,100.000,85080,0,1320
SWNO,SWNO0xSWE,SWE,EU,100.000,85080,0,1320
SWNY,SWNY0xSWE,SWE,EU,100.000,85080,0,1320
SWOB,SWOB0xSWE,SWE,EU,100.000,85080,0,1320
SWOK,SWOK0xSWE,SWE,EU,100.000,85080,0,1320
SWOS,SWOS0xSWE,SWE,EU,100.000,85080,0,1320
SWSG,SWSG0xSWE,SWE,EU,100.000,85080,0,1320
SWSK,SWSK0xSWE,SWE,EU,100.000,85080,0,1320
SWST,SWST0xSWE,SWE,EU,100.000,85080,0,1320
SWUD,SWUD0xSWE,SWE,EU,100.000,85080,0,1320
SWVA,SWVA0xSWE,SWE,EU,100.000,85080,0,1320
