account,site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds,path_status,path_uptime_seconds,path_downtime_seconds,cellular_uptime_s_estimated,mdm_events,last_mdm_minutes_ago
ALL,SWNY,SWNY0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,SWOB,SWOB0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,SWOK,SWOK0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,SWOS,SWOS0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,SWSG,SWSG0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,SWSK,SWSK0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,SWST,SWST0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,SWVA,SWVA0xSWE,SWE,EU,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TABB,TABB0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TABC,TABC0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TABE,TABE0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TABF,TABF0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TABG,TABG0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TABH,TABH0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TABO,TABO0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TABP,TABP0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TABW,TABW0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TBC3,TBC30xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TBCA,TBCA0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TBCB,TBCB0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TBCC,TBCC0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TBCE,TBCE0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TBCG,TBCG0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TBCH,TBCH0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TBCJ,TBCJ0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TBCK,TBCK0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TBCL,TBCL0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TBCM,TBCM0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TBCP,TBCP0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TBCS,TBCS0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TBCT,TBCT0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TBCV,TBCV0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TBCW,TBCW0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TBCZ,TBCZ0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TMBK,TMBK0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TMBS,TMBS0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TMBW,TMBW0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TNAC,TNAC0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TNAM,TNAM0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TNBM,TNBM0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TNBR,TNBR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TNBS,TNBS0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TNLB,TNLB0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TNLC,TNLC0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TNLJ,TNLJ0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TNLV,TNLV0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TNME,TNME0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TNSG,TNSG0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TNSP,TNSP0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,14400,0,
ALL,TNSY,TNSY0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TONA,TONA0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TONE,TONE0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TONF,TONF0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TONG,TONG0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TONH,TONH0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TONI,TONI0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TONL,TONL0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TONM,TONM0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TONN,TONN0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TONO,TONO0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TONR,TONR0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TONS,TONS0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TONW,TONW0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TOSM,TOSM0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TPEE,TPEE0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TQC3,TQC30xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TQCA,TQCA0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TQCB,TQCB0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TQCC,TQCC0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TQCG,TQCG0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TQCN,TQCN0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TQCO,TQCO0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TQCR,TQCR0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TSKA,TSKA0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TSKB,TSKB0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TSKR,TSKR0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TSKS,TSKS0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TSKV,TSKV0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TSKY,TSKY0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TWBS,TWBS0xTWN,TWN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TWDL,TWDL0xTWN,TWN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TWDS,TWDS0xTWN,TWN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TWFL,TWFL0xTWN,TWN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TWFX,TWFX0xTWN,TWN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TWGL,TWGL0xTWN,TWN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TWGY,TWGY0xTWN,TWN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TWHC,TWHC0xTWN,TWN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TWIX,TWIX0xTWN,TWN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TWJS,TWJS0xTWN,TWN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TWPH,TWPH0xTWN,TWN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TWPL,TWPL0xTWN,TWN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TWPZ,TWPZ0xTWN,TWN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TWTT,TWTT0xTWN,TWN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TWTX,TWTX0xTWN,TWN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TWTY,TWTY0xTWN,TWN,AP,99.237,85800,660,0,stable,85800,660,0,0,
ALL,TWXT,TWXT0xTWN,TWN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TWZS,TWZS0xTWN,TWN,AP,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TXAM,TXAM0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TXAT,TXAT0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TXCC,TXCC0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TXDR,TXDR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TXEP,TXEP0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TXFL,TXFL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TXGV,TXGV0xUSA,USA,NA,0.000,0,86460,0,offline-entire-window,0,86460,0,0,
ALL,TXKL,TXKL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TXLB,TXLB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TXLR,TXLR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TXMF,TXMF0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TXNC,TXNC0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TXOD,TXOD0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TXPO,TXPO0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TXSB,TXSB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TXSL,TXSL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TXSN,TXSN0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TXSR,TXSR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,TXSW,TXSW0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,UTGU,UTGU0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,UTHU,UTHU0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,UTML,UTML0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,VAAB,VAAB0xUSA,USA,NA,0.000,0,86460,0,offline-entire-window,0,86460,0,0,
ALL,VABF,VABF0xUSA,USA,NA,0.000,0,86460,0,offline-entire-window,0,86460,0,0,
ALL,VACP,VACP0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,VARM,VARM0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,VAVN,VAVN0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,VTRU,VTRU0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WALD,WALD0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WAMW,WAMW0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WARP,WARP0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WASE,WASE0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WAWA,WAWA0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WAYA,WAYA0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WIEC,WIEC0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WIER,WIER0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WIHW,WIHW0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WIJO,WIJO0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WILC,WILC0XUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WIMR,WIMR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WIPE,WIPE0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WISS,WISS0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WVSA,WVSA0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WYCR,WYCR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WYCW,WYCW0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WYEV,WYEV0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WYGE,WYGE0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WYRS,WYRS0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
ALL,WYWL,WYWL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,ABCG,ABCG0xCAN,CAN,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,ALBH,ALBH0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,ALGR,ALGR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,ARAK,ARAK0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,ARCB,ARCB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,ARFM,ARFM0xUSA,USA,NA,100.000,86460,0,0,outage-no-cellular,86460,0,0,0,
Swift,AZCH,AZCH0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,AZCO,AZCO0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,AZDL,AZDL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,AZGB,AZGB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,AZHB,AZHB0xUSA,USA,NA,98.543,85200,1260,0,outage-no-cellular,85200,1260,0,0,
Swift,AZPG,AZPG0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,AZST,AZST0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,AZWC,AZWC0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CAAA,CAAA0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CAAS,CAAS0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CABE,CABE0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CABS,CABS0XUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CABW,CABW0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CACS,CACS0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CACY,CACY0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CADA,CADA0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CAEA,CAEA0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CAEM,CAEM0xUSA,USA,NA,100.000,86460,0,0,outage-no-cellular,86460,0,0,0,
Swift,CAFR,CAFR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CAFT,CAFT0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CAGU,CAGU0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CAHM,CAHM0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CAIO,CAIO0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CALK,CALK0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CALV,CALV0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CAMH,CAMH0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CAMN,CAMN0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CAND,CAND0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CAOC,CAOC0xUSA,USA,NA,100.000,86460,0,0,brief-failover,86460,0,14400,1,733
Swift,CARD,CARD0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CASA,CASA0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CASE,CASE0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CASJ,CASJ0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CASO,CASO0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CAST,CAST0xUSA,USA,NA,100.000,86460,0,0,brief-failover,86460,0,14400,1,899
Swift,CAVA,CAVA0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CAWD,CAWD0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CAWI,CAWI0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CAWS,CAWS0xUSA,USA,NA,67.037,57960,28500,0,outage-no-cellular,57960,28500,0,0,
Swift,CAWY,CAWY0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CAYA,CAYA0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,COFO,COFO0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,COFT,COFT0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,COLA,COLA0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,COLM,COLM0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,COLV,COLV0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,COPU,COPU0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,CORI,CORI0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,FLBR,FLBR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,FLCK,FLCK0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,FLHO,FLHO0xUSA,USA,NA,92.922,80340,6120,0,outage-no-cellular,80340,6120,0,0,
Swift,FLLL,FLLL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,FLMB,FLMB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,FLNV,FLNV0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,FLOP,FLOP0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,FLPJ,FLPJ0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,FLPL,FLPL0xUSA,USA,NA,100.000,86460,0,0,brief-failover,86460,0,14400,1,992
Swift,FLSS,FLSS0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,GACA,GACA0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,GACB,GACB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,GADE,GADE0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,GAMR,GAMR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,GASV,GASV0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,IABE,IABE0xUSA,USA,NA,70.507,60960,25500,0,outage-no-cellular,60960,25500,0,0,
Swift,IACE,IACE0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,IADU,IADU0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,IAFD,IAFD0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,IAFM,IAFM0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,IAGM,IAGM0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,IAHL,IAHL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,IDBU,IDBU0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,IDCL,IDCL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,IDNP,IDNP0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,IDPO,IDPO0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,IDRY,IDRY0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,ILAS,ILAS0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,ILCY,ILCY0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,ILRO,ILRO0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,ILSL,ILSL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,ILTV,ILTV0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,INFN,INFN0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,INFW,INFW0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,INSG,INSG0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,INVO,INVO0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,KSAB,KSAB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,KSGL,KSGL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,KSHU,KSHU0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,KSKA,KSKA0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,KYME,KYME0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,KYPD,KYPD0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,LAB0,LAB00xUSA,USA,NA,100.000,518760,0,0,stable,518760,0,0,0,
Swift,LADE,LADE0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,LAOD,LAOD0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,LARS,LARS0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,LASP,LASP0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,LVVM,LVVM0xLVA,LVA,EU,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MASG,MASG0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MDBA,MDBA0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MDFL,MDFL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MEEW,MEEW0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MEMW,MEMW0xUSA,USA,NA,100.000,86460,0,0,brief-failover,86460,0,14400,1,1283
Swift,MEPL,MEPL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MIAL,MIAL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MIDB,MIDB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MIGB,MIGB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MIGR,MIGR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MIMI,MIMI0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MIMK,MIMK0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MINB,MINB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MIPT,MIPT0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MIUP,MIUP0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MNAE,MNAE0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MNAS,MNAS0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MNGM,MNGM0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MNMH,MNMH0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MNSC,MNSC0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MNSP,MNSP0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MNWN,MNWN0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MNWR,MNWR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MOCF,MOCF0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MOJP,MOJP0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MOMC,MOMC0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MOWB,MOWB0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MSLL,MSLL0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MSPG,MSPG0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MTCO,MTCO0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MTDD,MTDD0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MTFH,MTFH0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MTGE,MTGE0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
Swift,MTGR,MTGR0xUSA,USA,NA,100.000,86460,0,0,stable,86460,0,0,0,
