site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds
NOKR,NOKR0xNOR,NOR,EU,100.000,600720,0,4380
NOKU,NOKU0xNOR,NOR,EU,100.000,600720,0,4380
NOLF,NOLF0xNOR,NOR,EU,100.000,600720,0,4380
NONO,NONO0xNOR,NOR,EU,100.000,600720,0,4380
NOPG,NOPG0xNOR,NOR,EU,100.000,600720,0,4380
NORO,NORO0xNOR,NOR,EU,100.000,600720,0,4380
NOSE,NOSE0xNOR,NOR,EU,100.000,600720,0,4380
NOSV,NOSV0xNOR,NOR,EU,100.000,600720,0,4380
NOTR,NOTR0xNOR,NOR,EU,100.000,600720,0,4380
NOVA,NOVA0xNOR,NOR,EU,100.000,600720,0,4380
NOVI,NOVI0xNOR,NOR,EU,100.000,600720,0,4380
POBI,POBI0xPOL,POL,EU,100.000,600720,0,4380
POCH,POCH0xPOL,POL,EU,100.000,600720,0,4380
POCZ,POCZ0xPOL,POL,EU,100.000,600720,0,4380
PODA,PODA0xPOL,POL,EU,100.000,600720,0,4380
POGD,POGD0xPOL,POL,EU,100.000,600720,0,4380
POKL,POKL0xPOL,POL,EU,99.890,600060,660,4380
POOL,POOL0xPOL,POL,EU,100.000,600720,0,4380
POPO,POPO0xPOL,POL,EU,100.000,600720,0,4380
POPR,POPR0xPOL,POL,EU,100.000,600720,0,4380
POSU,POSU0xPOL,POL,EU,100.000,600720,0,4380
POTU,POTU0xPOL,POL,EU,100.000,600720,0,4380
POWA,POWA0xPOL,POL,EU,100.000,600720,0,4380
POWW,POWW0xPOL,POL,EU,100.000,600720,0,4380
PRAC,PRAC0xPRT,PRT,EU,100.000,600720,0,4380
PRBR,PRBR0xPRT,PRT,EU,100.000,600720,0,4380
PRGU,PRGU0xPRT,PRT,EU,99.321,596640,4080,4380
PRLA,PRLA0xPRT,PRT,EU,100.000,600720,0,4380
PRLB,PRLB0xPRT,PRT,EU,100.000,600720,0,4380
PRLE,PRLE0xPRT,PRT,EU,100.000,600720,0,4380
PRMA,PRMA0xPRT,PRT,EU,100.000,600720,0,4380
PRMD,PRMD0xPRT,PRT,EU,100.000,600720,0,4380
ROBC,ROBC0xROU,ROU,EU,100.000,600720,0,4380
ROBO,ROBO0xROU,ROU,EU,100.000,600720,0,4380
ROBR,ROBR0xROU,ROU,EU,100.000,600720,0,4380
RODE,RODE0xROU,ROU,EU,100.000,600720,0,4380
ROMA,ROMA0xROU,ROU,EU,99.890,600060,660,4380
RONA,RONA0xROU,ROU,EU,0.000,0,600720,4380
ROSG,ROSG0xROU,ROU,EU,100.000,600720,0,4380
ROSI,ROSI0xROU,ROU,EU,100.000,600720,0,4380
ROTM,ROTM0xROU,ROU,EU,100.000,600720,0,4380
ROTU,ROTU0xROU,ROU,EU,100.000,600720,0,4380
SVBB,SVBB0xSVK,SVK,EU,100.000,600720,0,4380
SVKE,SVKE0xSVK,SVK,EU,49.121,295080,305640,4380
SWGA,SWGA0xSWE,SWE,EU,100.000,600720,0,4380
SWGO,SWGO0xSWE,SWE,EU,100.000,600720,0,4380
SWGV,SWGV0xSWE,SWE,EU,100.000,600720,0,4380
SWHU,SWHU0xSWE,SWE,EU,100.000,600720,0,4380
SWJO,SWJO0xSWE,SWE,EU,100.000,600720,0,4380
SWKA,SWKA0xSWE,SWE,EU,100.000,600720,0,4380
SWKR,SWKR0xSWE,SWE,EU,100.000,600720,0,4380
SWLJ,SWLJ0xSWE,SWE,EU,100.000,600720,0,4380
SWLU,SWLU0xSWE,SWE,EU,100.000,600720,0,4380
SWMA,SWMA0xSWE,SWE,EU,100.000,600720,0,4380
SWNO,SWNO0xSWE,SWE,EU,100.000,600720,0,4380
SWNY,SWNY0xSWE,SWE,EU,100.000,600720,0,4380
SWOB,SWOB0xSWE,SWE,EU,100.000,600720,0,4380
SWOK,SWOK0xSWE,SWE,EU,100.000,600720,0,4380
SWOS,SWOS0xSWE,SWE,EU,100.000,600720,0,4380
SWSG,SWSG0xSWE,SWE,EU,100.000,600720,0,4380
SWSK,SWSK0xSWE,SWE,EU,100.000,600720,0,4380
SWST,SWST0xSWE,SWE,EU,100.000,600720,0,4380
SWUD,SWUD0xSWE,SWE,EU,100.000,600720,0,4380
SWVA,SWVA0xSWE,SWE,EU,100.000,600720,0,4380
